Core i3-6100;Intel;105;LOW;50;DDR4;3700;false;LGA 1151;4;2
Core i3-4170;Intel;110;LOW;50;DDR3;3700;false;LGA 1150;4;2
Core i5-6400;Intel;160;MEDIUM;65;DDR4;3700;false;LGA 1151;4;4
Core i5-6600k;Intel;210;MEDIUM;90;DDR4;3900;true;LGA 1151;4;4
Core i7-6700k;Intel;310;HIGH;90;DDR4;4000;true;LGA 1151;8;4
Core i7-6900k;Intel;970;HIGH;140;DDR4;3200;true;LGA 2011-v3;16;8
